id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
53236,Udupi Aatithya,Yes,No,4.0,90,Bellandur,Quick Bites,"Filter Coffee, Vada, Biryani, Masala Dosa","South Indian, North Indian, Chinese",300.0,Delivery
53240,Chai Point,Yes,No,4.0,323,HSR,"Beverage Shop, Quick Bites","Ginger Tea, Poha, Banana Cake, Lemon Chai, Samosa, Masala Tea, Ginger Chai","Fast Food, Beverages",250.0,Delivery
53258,Kairali Restaurant,Yes,No,3.9,101,Bellandur,Quick Bites,"Beef Fry, Beef Biryani, Fish Curry, Appam, Karimeen Fry",Kerala,200.0,Delivery
53266,Homelicious Food,Yes,No,4.0,63,Bellandur,Quick Bites,"Poha, Panneer Butter Masala, Aloo Paratha, Malai Kofta",North Indian,200.0,Delivery
53269,Husband's Kitchen,Yes,No,3.5,112,Sarjapur Road,Quick Bites,"Paratha, Chai, Pav Bhaji, Rolls, Vada Pav, Tea, Poori Chole","Fast Food, North Indian",350.0,Delivery
53274,The Flying Cup,Yes,No,4.2,240,Sarjapur Road,Quick Bites,"Tea, Coffee, Sabudana Khichdi, Samosa, Sandwiches, Onion Pakoda, Khichda","Beverages, Fast Food, Tea",150.0,Delivery
53279,Just Shawarma,Yes,No,3.9,79,HSR,Quick Bites,"Fries, Whole Meat Shawarma, Rolls",Arabian,300.0,Delivery
53303,Chatori Tongue,Yes,No,3.9,65,Sarjapur Road,Quick Bites,"Chole Bhature, Jalebi, Noodle Samosa, Chaat",Street Food,100.0,Delivery
53314,Baker's Home,Yes,No,3.9,179,Bellandur,"Bakery, Dessert Parlor",Designer Cakes,"Bakery, Desserts",300.0,Delivery
53320,Poha On Wheels,Yes,No,4.1,74,Bellandur,"Takeaway, Delivery",Indori Poha,Street Food,100.0,Delivery
53345,Juice Junction Food Court,Yes,No,3.8,215,HSR,Quick Bites,"Sandwiches, Maggi, Rolls, Chole Bhature, Ginger Tea, Paratha, Rava Masala Dosa","Juices, South Indian, Chinese, Fast Food",200.0,Delivery
53352,Laddoos,Yes,No,2.9,166,Bellandur,"Quick Bites, Sweet Shop","Paratha, Samosa, Chole Bhature, Pav Bhaji, Kachori, Vada Pav","North Indian, Street Food, Mithai",250.0,Delivery
53355,Rusbury Fresh Sweets And Savouries,Yes,No,4.0,72,HSR,Sweet Shop,"Panipuri, Chaat, Rasmalai, Samosa, Pav Bhaji","Mithai, Street Food",200.0,Delivery
53381,Dad's Cookhouse,Yes,No,4.2,57,Sarjapur Road,Quick Bites,"Liti Chokha, Palak Paneer, Litti, Poha, Pav Bhaji, Noodles, Chai","North Indian, Street Food, Chinese, Fast Food",300.0,Delivery
53383,Abbabi Chicken,No,No,3.7,134,Bellandur,Quick Bites,"Rolls, Chicken Shawarama, Chicken Shwarma Roll, Abbabi Chicken, Shawarma Roll",Fast Food,200.0,Delivery
53385,Southinn,Yes,No,3.1,100,Sarjapur Road,Quick Bites,"Vada, Coffee, Idli, Tea, Masala Dosa, Onion Dosa, Podi Dosa","South Indian, Fast Food, Chinese, North Indian, Street Food",250.0,Delivery
53389,Goli Vada Pav No. 1,Yes,No,3.4,86,Bellandur,Quick Bites,"Masala Vada Pav, Kulfi",Street Food,200.0,Delivery
53400,Phulke Ghar Ke,Yes,No,4.0,545,Bellandur,Quick Bites,"Lassi, Thali, Paratha, Rajma, Malai Kofta, Buttermilk, Phulke Ghar Ke","North Indian, Chinese",300.0,Delivery
53401,Mumbai Xpress,Yes,No,2.8,92,Bellandur,Quick Bites,"Chai, Vada Pav, Pizza","Fast Food, Street Food",350.0,Delivery
53433,Pop Hop,Yes,No,4.0,58,Bellandur,Dessert Parlor,Cheesecake,"Ice Cream, Desserts",300.0,Delivery
53446,Absolute Shawarma,Yes,No,3.8,123,Marathahalli,"Takeaway, Delivery",Mexican Shawarma,Lebanese,150.0,Delivery
53451,Pepperwood,Yes,No,3.7,136,Sarjapur Road,Quick Bites,"Rolls, Chicken Biryani","Biryani, Rolls",300.0,Delivery
53460,Shudh,Yes,No,4.1,97,Sarjapur Road,Delivery,"Club Kachori, Thepla, Jalebi, Paratha, Poha, Thali",North Indian,300.0,Delivery
53464,Carlos Cake Cafe,Yes,No,3.8,83,Sarjapur Road,Bakery,"Pasta, Chocolate Truffle, Burgers, Blueberry Cheesecake","Bakery, Desserts",300.0,Delivery
53532,The Kebab House,Yes,No,4.2,51,Bellandur,Quick Bites,"Cheese Naan, Biryani, Onion Rings","Kebab, Biryani",250.0,Delivery
53648,Dosa Time,Yes,No,3.8,111,Sarjapur Road,Takeaway,"Pizza Dosa, Pav Bhaji Dosa, Cheese Masala Dosa",South Indian,200.0,Delivery
53694,Cupcake Noggins,No,No,3.9,179,Sarjapur Road,Dessert Parlor,"Cup Cake, Chocolate Decadence, Blueberry Cheesecake, Coffee","Desserts, Bakery",300.0,Delivery
53762,Apsara Ice Cream,No,No,4.1,90,Bellandur,Dessert Parlor,"Blueberry Cheesecake, Panipuri, Sitaphal Ice Cream","Ice Cream, Desserts",200.0,Delivery
53809,Rolls On Wheels,No,No,3.5,134,Sarjapur Road,Quick Bites,"Rolls, Veg Momos, Chicken Momo, Paneer Tikka Roll","Fast Food, Rolls, Momos",300.0,Delivery
53906,Natural Ice Cream,No,No,4.3,393,Sarjapur Road,Dessert Parlor,"Mango Ice Cream, Coffee Walnut, Waffle Cone, Tender Coconut Ice Cream, Custard Apple, Kesar Pista, Chips","Ice Cream, Beverages",200.0,Desserts
53915,Bombay Kulfis,No,No,3.7,48,Sarjapur Road,Dessert Parlor,"Malai Kulfi, Kesar Pista",Ice Cream,200.0,Desserts
54129,Madurai Idly Shop,No,No,2.1,193,Sarjapur Road,Quick Bites,"Idli, Vada, Pongal, Filter Coffee, Mini Idlis, Rava Masala Dosa, Tea",South Indian,200.0,Dine-out
54206,Just Shawarma,Yes,No,3.8,175,Sarjapur Road,Quick Bites,"Rolls, Whole Meat Shawarma, Chicken Shawarama, Malgoum Shawarma",Arabian,300.0,Dine-out
54531,Kalmane Koffees,No,No,3.9,104,Whitefield,Cafe,"Filter Coffee, Blueberry Muffin, Hot Coffee, Brownie, Cappuccino",Cafe,350.0,Cafes
54559,Easy Bites,Yes,No,4.0,59,"Varthur Main Road, Whitefield","Takeaway, Delivery","French Fries, Shawarma, Chicken Popcorn","Fast Food, Sandwich",300.0,Delivery
54565,Fish Chain,Yes,No,3.7,89,"Varthur Main Road, Whitefield","Takeaway, Delivery","Sea Food, Biryani","Seafood, BBQ, Biryani",250.0,Delivery
54575,Chatpatlal Sweets & Snacks,Yes,No,4.1,342,Marathahalli,"Quick Bites, Sweet Shop","Chaat, Ginger Tea, Club Kachori, Samosa, Aloo Paratha, Dhokla, Thali","Street Food, Mithai, North Indian, Beverages, Desserts",200.0,Delivery
54578,Friend's Own,Yes,No,3.2,55,Whitefield,Quick Bites,"Noodles, Chilli Chicken","North Indian, Bengali, Chinese",300.0,Delivery
54580,Chaat Street,Yes,No,4.1,222,"Varthur Main Road, Whitefield",Kiosk,"Pav Bhaji, Vada Pav, Panipuri, Tea, Samosa Chaat, Bhel Puri, Jalebi","Street Food, North Indian",250.0,Delivery
54589,Sri Sai Palace,Yes,Yes,3.8,88,Whitefield,Quick Bites,"Masala Dosa, Roti, Curd Rice","South Indian, North Indian, Chinese, Fast Food",300.0,Delivery
54604,Five Star Chicken,Yes,No,3.8,195,Brookefield,Quick Bites,"Burgers, Masala Fries, Wings",Fast Food,200.0,Delivery
54618,Kerala Tiffin,Yes,No,3.9,167,Whitefield,Delivery,Appam,Kerala,300.0,Delivery
54637,Litti House,Yes,No,3.9,200,Brookefield,Quick Bites,"Liti Chokha, Litti, Sattu Paratha, Dal Bati, Thali, Roti","North Indian, Bihari, Rajasthani",300.0,Delivery
54647,Chandrika Tiffins,Yes,No,4.0,87,Whitefield,"Takeaway, Delivery","Paratha, Dabeli","North Indian, Street Food",300.0,Delivery
54648,New Udupi Delicacy,Yes,No,3.9,91,Whitefield,Quick Bites,"Filter Coffee, Plain Dosa","South Indian, North Indian, Chinese",250.0,Delivery
54662,Real Fresh Dosa Corner,No,No,4.2,267,Brookefield,Quick Bites,"Plain Dosa, Palak Dosa, Mushroom Dosa",South Indian,200.0,Delivery
54665,Arogya Thaana,Yes,No,3.8,72,Whitefield,Beverage Shop,"Sandwiches, Oreo Shake, Burgers","Beverages, Sandwich",200.0,Delivery
54680,Desi Khana,Yes,No,3.4,243,"Varthur Main Road, Whitefield",Quick Bites,"Rajma, Dal Makhani, Paneer Thali",North Indian,300.0,Delivery
54683,Chai Point,Yes,No,3.9,131,Brookefield,"Beverage Shop, Quick Bites","Poha, Samosa, Ginger Chai, Ginger Tea, Banana Cake, Cake Rusk, Coffee","Fast Food, Beverages",250.0,Delivery
54714,The Early bell,Yes,No,3.9,197,Whitefield,Quick Bites,"Sandwich, Paratha, Poha, Sandwiches, Idli Vada, Tea, Roti","North Indian, Chinese",300.0,Delivery
54723,Bobacha,Yes,No,4.1,82,Whitefield,Beverage Shop,"Waffles, Fruit Tea, Pearl Milk Tea","Beverages, Bubble Tea, Tea",300.0,Delivery
54737,KA53,Yes,No,3.9,45,Whitefield,Delivery,"Paneer Pasanda, Panneer Butter Masala, Murgh Platter, Veg Platter, Jeera Rice","North Indian, Chinese",300.0,Delivery
54741,The Grilled & Fried,Yes,No,3.3,130,Whitefield,Quick Bites,"Potato Fries, Chicken Curry",Fast Food,300.0,Delivery
54756,Masala Chai,Yes,No,4.1,196,Whitefield,"Beverage Shop, Quick Bites","Masala Chai, Sandwiches, Samosa, Masala Tea, Ice Tea, Bombay Sandwich, Chicken Mayo Sandwich","Beverages, Fast Food, Tea",250.0,Delivery
54844,Rolls & Bowls,Yes,No,4.5,156,Brookefield,Quick Bites,"Rolls, Noodles, Mughlai Paratha, Paneer Kathi Roll, Veg Manchow Soup, Crispy Chicken, Chicken Manchurian","Rolls, Chinese",250.0,Delivery
54869,Windy- Taste Of Home,Yes,Yes,3.6,112,Whitefield,Quick Bites,"Thali, Biryani, Aloo Paratha",North Indian,300.0,Delivery
54893,Lemon Krust,Yes,No,4.0,39,Whitefield,Bakery,"Cup Cake, Brownie","Bakery, Fast Food",150.0,Delivery
54899,Kabab Mandra,No,No,2.7,165,Whitefield,Quick Bites,"Chicken Grill, Chicken Tikka Roll, Grape Juice, Biryani, Shawarma Roll, Tandoori Chicken, Tandoori Raan","North Indian, Chinese",300.0,Delivery
54907,Dilli Galli,Yes,No,3.6,43,Whitefield,Quick Bites,"Chole Bhature, Paratha",North Indian,200.0,Delivery
54928,Lulu's Bakery & Fast Food,Yes,No,3.6,84,KR Puram,Quick Bites,"Biryani, Shawarma","North Indian, Chinese, Street Food",300.0,Delivery
54939,Taishty,Yes,No,3.7,66,Whitefield,Quick Bites,Paratha,North Indian,200.0,Delivery
54941,Biting Junction,Yes,No,3.9,119,Whitefield,Quick Bites,"Mutton Curry, Kulcha, Biryani, Chicken Curry","Chinese, North Indian, Rajasthani, Gujarati, Fast Food, Afghan",350.0,Delivery
54954,Apsara Ice Cream,No,No,4.0,92,Whitefield,Dessert Parlor,"Panipuri, Guava Ice Cream","Ice Cream, Desserts",200.0,Delivery
54961,Office Lunch Box,Yes,No,3.6,114,Whitefield,Delivery,Chicken Curry,"Andhra, North Indian",200.0,Delivery
54962,Delhi Walle,No,No,3.7,118,Whitefield,Quick Bites,"Lassi, Chaat, Chole Bhature, Jalebi, Panipuri, Thali, Paratha","North Indian, Street Food",300.0,Delivery
54996,Lucky Singh & Co,No,No,4.0,38,Whitefield,"Takeaway, Delivery","Rolls, Butter Chicken Roll, Malai Tikka, Mutton Seekh, Chicken Tikka, Bhuna Gosht, Butter Paneer","Fast Food, North Indian, Rolls",350.0,Delivery
55035,Kidilum,Yes,No,3.8,210,Whitefield,Quick Bites,"Beef Fry, Appam, Chicken Curry, Kerala Parotta, Idiyappam, Egg Curry, Biryani","Kerala, Chinese, North Indian",350.0,Delivery
55070,Delhi Restaurant,Yes,No,3.6,196,Whitefield,Quick Bites,"Dal Makhani, Reshmi Kebab, Thali, Panneer Butter Masala, Naan, Masala Papad","North Indian, Mughlai, Chinese",350.0,Delivery
55143,Foodie,No,No,2.9,35,Whitefield,Kiosk,"Rolls, Tandoori Chicken, Paratha","Chinese, Fast Food",300.0,Delivery
55148,Rafoo Chakkar,Yes,No,3.9,386,Whitefield,Quick Bites,"Veg Tandoori Momos, Keema Pav, Butter Chicken, Pav Bhaji, Rolls, Galauti Kebab, Achari Paneer","North Indian, Rolls",300.0,Delivery
55296,Cupcake Couture,No,No,3.8,40,Whitefield,Delivery,"Cup Cake, Chocolate Truffle",Desserts,300.0,Delivery
55416,Krispy Kreme,Yes,No,4.0,132,Whitefield,Dessert Parlor,"Donut, Filter Coffee, Chocolate Doughnut, Custard","Desserts, Beverages",300.0,Desserts
55419,Kartik's Mithai Shoppe,No,No,3.8,72,Whitefield,Quick Bites,Aloo Tikki Chat,"Mithai, Street Food",150.0,Desserts
55447,Gelato Italiano,Yes,No,3.1,39,Whitefield,"Dessert Parlor, Kiosk","Tiramisu, Cheesecake, Kulfi","Ice Cream, Bakery, Desserts",200.0,Desserts
55464,Cream & Fudge,No,No,3.9,71,Whitefield,Dessert Parlor,"Waffles, Chocolate Truffle Sensation, Chocolate Icecreams, Brownie","Ice Cream, Desserts",250.0,Desserts
55646,Abhiruchi Andhra Mess,Yes,No,3.1,62,Whitefield,Mess,Chicken Biryani,"Andhra, Biryani, South Indian",300.0,Dine-out
55647,Sri Udupi Park,Yes,No,3.9,160,Whitefield,Casual Dining,"Masala Dosa, Filter Coffee, Curd Rice","South Indian, North Indian, Chinese, Beverages",300.0,Dine-out
55818,Mooch Marod,No,No,4.5,504,Whitefield,Quick Bites,"Chaach, Sweet Lassi, Onion Paratha, Chicken Parantha, Vegetable Paratha, Aloo Methi",North Indian,350.0,Dine-out
55863,Five Star Chicken,Yes,No,3.2,42,Whitefield,Quick Bites,"Fries, Peri Peri Chicken, Chicken Crisp Burger",Fast Food,200.0,Dine-out
55885,Mothi Restaurant,No,No,3.7,64,Whitefield,Quick Bites,"Chicken Grill, Thalassery Biryani, Hyderabadi Chicken Biryani, Shawarma","North Indian, Kerala",350.0,Dine-out
55910,Madurai Idly Shop,No,No,2.9,141,Whitefield,Quick Bites,"Coffee, Mini Idlis, Kothu Parotta, Podi Dosa, Tea, Masala Dosa, Paratha",South Indian,200.0,Dine-out
56021,Srinidhi Sagar,No,No,3.7,53,Whitefield,Quick Bites,"Masala Dosa, Filter Coffee, Ghee Rice, Tea","South Indian, Chinese, North Indian",300.0,Dine-out
56100,U.P. Dhaba,Yes,No,2.8,515,Whitefield,Quick Bites,"Paratha, Paneer Thali, Tandoori Roti, Chole Bhature","North Indian, Chinese",350.0,Dine-out
